event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BRA47667,2021-10-18,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),,Protesters,,,,Protesters only,,76,South America,Brazil,Sao Paulo,Cubatao,,Cubatao,-23.895,-46.4253,1,G1,National,"On 18 October 2021, in Cubatao, Sao Paulo, a group of residents gathered in a birthday party to report an unfinished work by the City Hall that already lasts two years in Vale Verde neighborhood. The residents demanded pavement improvements in the area.",0,crowd size=no report,1635188110
USA62437,2023-11-17,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),PSL: Party for Socialism and Liberation,Protesters,,,,Protesters only,,840,North America,United States,Massachusetts,Suffolk,,Boston,42.3591,-71.0639,1,Liberation News; NBC10 Boston,Other-Subnational,"On 17 November 2023, thousands of pro-Palestinian protesters and members of Party for Socialism and Liberation rallied at Atlantic Avenue and Summer Street and disrupted traffic in Boston (Massachusetts) to call for an end to U.S. aid to Israel and to support Palestine in the wake of renewed fighting between Israel and Hamas.",0,crowd size=thousands,1729632871
MMR23529,2021-10-13,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Myanmar (2021-),,State forces,Civilians (Myanmar),,Civilians,State forces-Civilians,Civilian targeting,104,Southeast Asia,Myanmar,Sagaing,Kale,Mingin,Laung Pyayt,22.9074,94.7464,1,Democratic Voice of Burma,National,"On 13 October 2021, in Laung Pyayt village of Mingin township (Kale district, Sagaing region), the military beat and abducted 5 villagers when leaving the village. Three were released later.",0,,1634652302
MEX62352,2022-06-24,2022,2,Political violence,Violence against civilians,Attack,Unidentified Gang (Mexico),,Political militia,Civilians (Mexico),,Civilians,Political militia-Civilians,Civilian targeting,484,North America,Mexico,Sonora,Guaymas,,Heroica Guaymas,27.9233,-110.8892,1,Entorno Informativo,Subnational,"Around 24 June 2022 (as reported), in Heroica Guaymas, Sonora, a man was killed and his body was found inside a car that was intentionally burned in Colonia Golondrianas on the border of the Montelolita sector. 1 fatality.",1,,1657033942
IRN26223,2024-01-13,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.6842,1,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),Local partner-Other,"On 13 January 2024, employees at the National Company of South Oil-rich Regions staged a protest outside block one of the headquarters building in Ahvaz city (Khuzestan) over the new decision of the Vice President of Petroleum Human Resources to reduce a grade of employee salary level for some hired employees from 1393 onwards.",0,crowd size=no report,1705978254
NEP20300,2022-08-31,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Nepal),ANNISU-R: All Nepal National Independent Students' Union-Revolutionary; Students (Nepal),Protesters,,,,Protesters only,,524,South Asia,Nepal,Bagmati,Kathmandu,,Kirtipur,27.6787,85.2775,1,Kantipur,National,"On 31 August 2022, ANNISU-R staged a protest at Tribhuvan University in Kirtipur city (Kathmandu district), against the padlock imposed by the students of NSU in various offices and institutions of the University.",0,crowd size=no report,1663080023
BRA19095,2020-11-06,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Gang and/or Police Militia,,Political militia,Civilians (Brazil),Labor Group (Brazil),Civilians,Political militia-Civilians,,76,South America,Brazil,Rio de Janeiro,Sao Goncalo,,Sao Goncalo,-22.8269,-43.0539,1,O Sao Goncalo,Subnational,"On 6 November 2020, in Sao Goncalo, Rio de Janeiro, a commerical establishment was attacked with shots near the Nova Grecia neighborhood. A grenade was also left in the store. It is suspected the attack was carried out by drug traffickers after the establishment did not pay the imposed fee.",0,,1609972865
AFG45462,2020-03-15,2020,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),,Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kunduz,Khan Abad,,Kuhnah Qalah,36.7051,69.1637,1,Voice of Jihad,Other,"On 15 March 2020, shelling by Afghan security forces hit a civilian area, killing 3 civilians, in Kuhnah Qalah area of Khan Abad district, Kunduz. Fatalities coded as 0 (VoJ reported 3).",0,,1710267894
YEM64294,2021-04-17,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2017-) Houthi,,State forces,Civilians (Yemen),Farmers (Yemen),Civilians,State forces-Civilians,Civilian targeting,887,Middle East,Yemen,Taizz,Dhubab,,Dhubab,12.9431,43.4103,2,Al Amaliqah; Yemen Data Project,Local partner-National,"On 17 April 2021, a Houthi mine exploded killing a shepherd and his daughter and injuring his son as they were shepherding near Al Jaash school east of Dhubab district (Taizz).",2,,1705970788
UKR83630,2022-12-07,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,Predtechyne,48.5234,37.8121,1,Suspilne Media,National,"On 7 December 2022, Russian forces shelled Predtechyne, Donetsk region. Casualties unknown.",0,,1670965352
POL3628,2022-01-07,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Poland),,Protesters,,,,Protesters only,,616,Europe,Poland,Slaskie,Katowice,,Katowice,50.2597,19.0217,1,Dziennik Zachodni,Subnational,"On 7 January 2022, environmental activists gathered for a rally in Katowice, protesting against planned extensive tree logging in a nearby natural reservation.",0,crowd size=no report,1646327111
NIG24333,2022-04-07,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),,Identity militia,Civilians (Nigeria),,Civilians,Identity militia-Civilians,Civilian targeting,566,Western Africa,Nigeria,Niger,Muya,,Daza,9.5944,6.9928,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 7 April 2022, members of a Niger militia abducted an unspecified number of civilians when they raided Daza community (Muya, Niger).",0,,1702343238
CHN8213,2018-07-09,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Lawyers (China); LSD: League of Social Democrats; The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,Protesters,,,,Protesters only,,156,East Asia,China,Hong Kong,Central and Western,,Hong Kong - Central and Western,22.2811,114.1598,1,Radio Free Asia,International,"On 9 July 2018, a dozen of lawyers and activists in the legal profession - from the China Human Rights Lawyers Concern Group, Hong Kong Alliance in Support of Patriotic Democratic Movements of China, League of Social Democrats and Progressive Lawyers Group - assembled in front of the Court of Final Appeal in Central, Hong Kong for a silent protest. They protested against the persecution of Chinese human rights lawyers, and marked the 3rd anniversary of the 709 crackdown, in which over 300 lawyers were arrested, and some subsequently suspended even upon release. They specifically highlighted the case of Wang Quanzhang, the only lawyer in the crackdown whose location was still unknown in the crackdown.",0,crowd size=a dozen,1680633498
IRQ29114,2021-01-13,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq),Protesters,,,,Protesters only,,368,Middle East,Iraq,Diyala,Baquba,Beni Saad,Baquba,33.754,44.6052,1,Al Ahad TV,National,"On 13 January 2021, contracted lecturers working for free demonstrated outside the governorate building in Baqubah city, against the perceived injustices in the appointment of lecturers in the province.",0,crowd size=no report,1618492268
BUR694,2000-06-26,2000,1,Political violence,Battles,Armed clash,Military Forces of Burundi (1996-2005),,State forces,Hutu Rebels,,Rebel group,State forces-Rebel group,,108,Eastern Africa,Burundi,Bujumbura Rural,Kabezi,Mena,Kabezi,-3.5215,29.3549,1,All Africa,International,Government forces launched an offensive in Kabezi Commune in Gakungwe Sector towards the Communal college at Gisyo.,0,,1552577664
ALG2250,2009-05-09,2009,1,Strategic developments,Strategic developments,Agreement,Military Forces of Algeria (1999-2019),,State forces,Unidentified Armed Group (Algeria),,Political militia,State forces-Political militia,,12,Northern Africa,Algeria,Bouira,Bouira,,Bouira,36.38,3.9014,1,AP,International,Agreement: An insurgent unit is reportedly negotiating surrender in the Bouira province as part of a government offer to pardon those who renounce violence.,0,,1620691924
EGY5453,2014-08-06,2014,1,Political violence,Battles,Armed clash,Military Forces of Egypt (2014-),,State forces,Unidentified Armed Group (Egypt),,Political militia,State forces-Political militia,,818,Northern Africa,Egypt,North Sinai,Rafah,,Rafah,31.2878,34.2369,1,Aswat Masriya (Egypt),National,A woman was killed and two other people were injured in an exchange of fire between security forces and unidentified gunmen at a Rafah checkpoint in North Sinai on Wednesday.,1,,1561469092
YEM56740,2020-08-14,2020,1,Political violence,Battles,Government regains territory,Military Forces of Yemen (2017-) Houthi,,State forces,Military Forces of Yemen (2012-2022) Hadi,Popular Resistance,State forces,State forces-State forces,,887,Middle East,Yemen,Al Jawf,Khabb wa Ash Shaaf,,Shifa al Khayl,16.3243,45.6989,1,Al Hayat (Yemen); Al Tagheer; Yemen Data Project,Local partner-National,"On 14 August 2020, pro-Houthi forces reportedly attacked pro-Hadi and Popular Resistance forces on the Al Alam al Abyad frontline (Khabb wa ash Shaaf, Al Jawf), gaining control over Shifa al-Khayl, Munqidhah, and Shillah areas. No fatalities nor injuries reported. *Note that Barq al-Khayl area was re-conquered by pro-Hadi forces on the same day.",0,,1690843416
ALG9496,2020-09-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Algeria),,Rioters,,,,Rioters only,,12,Northern Africa,Algeria,El Tarf,Chebaita Mokhtar,,Chebaita Mokhtar,36.7558,7.7426,1,Es-Salam El Youm,National,"On 18 September 2020, residents of Al Malki neighborhood closed a road using barricades, rocks and trees in Chebaita Mokhtar (El Tarf, Chebaita Mokhtar) to demand from the authorities to destroy illegal buildings of beneficiaries of social houses.",0,crowd size=no report,1601932935
DRC9107,2015-03-08,2015,1,Political violence,Violence against civilians,Sexual violence,FRPI: Front for Patriotic Resistance of Ituri,,Political militia,Civilians (Democratic Republic of Congo),Women (Democratic Republic of Congo),Civilians,Political militia-Civilians,Civilian targeting,180,Middle Africa,Democratic Republic of Congo,Ituri,Irumu,,Lagabo,1.3833,30.2666,1,Radio Okapi,National,"More than 100 FRPI fighters armed with guns and knives, attacked the Lagabo IDP camp. They reportedly seriously injured 12 people with machetes and raped a woman who refused to help them carry looted goods for them. Soldiers later arrived but the men had already left the area.",0,,1618597666
ARG2197,2020-06-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),CRA: Argentine Rural Confederations; Farmers (Argentina),Protesters,,,,Protesters only,,32,South America,Argentina,Cordoba,Rio Cuarto,,Rio Cuarto,-33.1238,-64.349,1,La Voz del Interior (Argentina),Subnational,"On 20 June 2020, in Rio Cuarto (Cordoba), a group joined the national protest, led by self-convened groups and agricultural entities such as CRA, against the Argentine Government's intentions to nationalize the grain exporter company Vicentin and in defense of private property.",0,crowd size=no report,1592860443
KOR27350,2023-02-06,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),,Protesters,,,,Protesters only,,410,East Asia,South Korea,South Gyeongsang,Sancheong,,Hwagye,35.4501,127.7986,1,NEWSIS,National,"On 6 February 2023, members of the Jirisan Mountain Namgang River Network held a press conference in front of the Geumseo Small Hydro Power Plant (Hwagye-ri, Sancheong-gun). They urged the authorities to shut down the power plant, saying it is polluting the Yeongcheongang River nearby.",0,crowd size=no report,1680633881
SUD100,1997-03-24,1997,1,Political violence,Battles,Armed clash,SAF: Sudan Alliance Forces,SPLM/A: Sudan People's Liberation Movement/Army,Political militia,Military Forces of Sudan (1989-2019),,State forces,State forces-Political militia,,729,Northern Africa,Sudan,Al Jazirah,Medani Al Kubra,,Wad Medani,14.3983,33.5477,2,Africa Confidential,International,Sudanese military forces made an advance on occupied Menza but were driven back by .SAF forces towards Gezira - fighting continued until government forces broke rank to flee back to Takamul - 100 government soldiers were killed,100,,1632244578
IND49529,2017-05-06,2017,1,Political violence,Battles,Armed clash,Kashmir Rebels (India),,Rebel group,Military Forces of India (2014-),,State forces,State forces-Rebel group,,356,South Asia,India,Jammu and Kashmir,Baramulla,Uri,Uri,34.0875,74.0334,2,"Jammu Kashmir Coalition of Civil Society, Srinagar",Local partner-Other,A gunfight between militants (coded as Kashmir Rebels) and armed forces on 6 May 2017 on LoC in Uri sector resulted in an injury to an army man.,0,,1684879276
ISR10953,2019-10-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Israel),Arab Ethnic Group (Israel); High Follow-Up Committee,Protesters,,,,Protesters only,,376,Middle East,Israel,HaZafon,Akko,Karmiel,Nahaf,32.9344,35.3168,1,Arab 48,International,"On 3 October 2019, dozens of Arab citizens of Israel protested in Nahaf, against the rise in criminal violence in the Arab community and against the police negligence. The protest was organized by the High Follow-Up Committee.",0,crowd size=dozens,1624305604
UKR120342,2022-04-26,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Komarska,Komar,47.9776,36.7468,2,Ministry of Defence of Russia,National,"On 26 April 2022, Russian military forces shelled and destroyed a Ukrainian Buk-M1 missile system near Komar, Donetsk. Casualties unknown.",0,,1694008038
